Transaccion_ID, SKU_ID   , Fecha_Venta, Cantidad_Vendida, Precio_Venta_Final, Costo_Envio, Tiempo_Entrega_Real, Estado_Envio, Ciudad_Destino, Canal_Venta, Feedback_ID, Rating_Producto, Rating_Logistica, Comentario_Texto, Recomienda_Marca, Ticket_Soporte_Abierto, Edad_Cliente, Satisfaccion_NPS, Categoria  , Stock_Actual, Costo_Unitario_USD, Punto_Reorden, Lead_Time_Dias, Bodega_Origen, Ultima_Revision, Rating_Servicio
TRX-18776     , PROD-3449, 2025-06-08 ,                6,            1043.96,       37.25,                   4, Retrasado   , Medellín      , Físico     , FB-8673    ,               1,                1, Dañado          , MAYBE           , No                    ,           48, -38.9           , Monitores  , 1704.0      ,              76.14,           219,              3, BOD-EXT-99   , 2024-05-06     ,             0.2
TRX-18780     , PROD-2242, 2024-11-13 ,                2,              45.14,       96.02,                  11, Devuelto    , Bogotá        , Online     , FB-9594    ,               2,                4, Dañado          , NO              , Sí                    ,           71, 95.7            , Smartphones, 735.0       ,             379.12,           163,              5, BOD-EXT-99   , 2025-08-30     ,             1.6
TRX-18781     , PROD-2944, 2025-09-06 ,                6,            1490.67,       50.35,                   8, Devuelto    , Medellín      , Físico     , FB-10809   ,               1,                1, Lento           , SI              , No                    ,           73, -10.7           , Monitores  , 1311.0      ,             182.46,           270,              3, ZONA_FRANCA  , 2025-10-29     ,             0.2
TRX-18782     , PROD-3151, 2025-03-22 ,               12,             385.77,       26.03,                  28, Perdido     , Bucaramanga   , Online     , FB-11898   ,               2,                2, Precio justo    , SI              , No                    ,           48, -91.4           , Smartphones, 1655.0      ,            1335.56,           264,              5, NORTE        , 2025-03-16     ,             0.8
TRX-18784     , PROD-1270, 2025-07-22 ,                2,             716.54,       52.36,                   6, Retrasado   , Bucaramanga   , Online     , FB-8958    ,               3,                4, Excelente       , MAYBE           , Sí                    ,           19, -10.7           , Laptops    , 1106.0      ,            1309.19,           254,              5, ZONA_FRANCA  , 2025-01-28     ,             2.4
TRX-18785     , PROD-3419, 2024-09-25 ,                9,             683.85,       47.98,                   7, Retrasado   , Medellín      , App        , FB-10235   ,               2,                3, No volvería     , SI              , No                    ,           57, -54.8           , Accesorios , 355.0       ,             233.62,           139,              5, SUR          , 2026-01-09     ,             1.2
TRX-18785     , PROD-3419, 2024-09-25 ,                9,             683.85,       47.98,                   7, Retrasado   , Medellín      , App        , FB-11693   ,               4,                3, No volvería     , SI              , No                    ,           69, 63.6            , Accesorios , 355.0       ,             233.62,           139,              5, SUR          , 2026-01-09     ,             2.4
TRX-18788     , PROD-1027, 2024-12-15 ,               14,            1227.89,       89.52,                  20, Devuelto    , Barranquilla  , Online     , FB-9512    ,               5,                1, Lento           , SI              , Sí                    ,           53, 34.4            , Tablets    , 51.0        ,            1074.06,           262,             10, OCCIDENTE    , 2025-12-08     ,             1.0
TRX-18788     , PROD-1027, 2024-12-15 ,               14,            1227.89,       89.52,                  20, Devuelto    , Barranquilla  , Online     , FB-9797    ,               2,                1, No volvería     , NO              , Sí                    ,           28, 99.9            , Tablets    , 51.0        ,            1074.06,           262,             10, OCCIDENTE    , 2025-12-08     ,             0.4
TRX-18789     , PROD-2677, 2025-04-24 ,                9,             851.23,       80.69,                   6, Entregado   , Bogotá        , App        , FB-8766    ,               2,                4, Lento           , SI              , No                    ,           41, 84.8            , Smartphones, 823.0       ,             838.49,           254,              5, NORTE        , 2024-05-25     ,             1.6
TRX-18801     , PROD-2563, 2025-08-01 ,               14,            1944.73,       66.77,                   5, Devuelto    , Bucaramanga   , Físico     , FB-9081    ,               3,                4, Lento           , MAYBE           , No                    ,           42, 67.4            , Tablets    , 1944.0      ,             712.49,           118,              5, BOD-EXT-99   , 2025-09-11     ,             2.4
TRX-18804     , PROD-3009, 2025-07-27 ,               11,            1538.64,       22.26,                  24, Entregado   , Medellín      , Físico     , FB-10058   ,               2,                3, Excelente       , NO              , Sí                    ,           43, 38.0            , Laptops    , 1521.0      ,            1144.5 ,           276,              3, OCCIDENTE    , 2024-11-14     ,             1.2
TRX-18806     , PROD-2236, 2025-06-21 ,                1,              47.43,       92.35,                   6, Entregado   , Cali          , App        , FB-8186    ,               3,                4, Precio justo    , MAYBE           , Sí                    ,           80, 45.7            , Laptops    , 860.0       ,            1120.0 ,           193,              0, ZONA_FRANCA  , 2024-05-16     ,             2.4
TRX-18806     , PROD-2236, 2025-06-21 ,                1,              47.43,       92.35,                   6, Entregado   , Cali          , App        , FB-9506    ,               3,                5, Excelente       , NO              , No                    ,           35, -11.7           , Laptops    , 860.0       ,            1120.0 ,           193,              0, ZONA_FRANCA  , 2024-05-16     ,             3.0
TRX-18807     , PROD-3397, 2025-02-05 ,                7,              22.13,       37.43,                  18, Devuelto    , Medellín      , Online     , FB-10986   ,               3,                3, Excelente       , NO              , Sí                    ,           22, 20.7            , Smartphones, 1202.0      ,             597.16,           153,             27, SUR          , 2025-08-05     ,             1.8
